review,rating,date,bank,source,cleaned_review,theme_cluster
yes i want dashen super open,5,2025-05-02,dashen,Google Play,yes want dashen super open,4
Best App,5,2025-05-02,dashen,Google Play,good app,3
faster than this version,5,2025-05-01,dashen,Google Play,fast version,4
"Best UI mobile banking app, props to design team",5,2025-04-30,dashen,Google Play,good mobile banking app prop design team,4
thank you,4,2025-04-30,dashen,Google Play,thank,4
great app,5,2025-04-30,dashen,Google Play,great app,4
bad.,1,2025-04-30,dashen,Google Play,bad,1
Dashen bank always one step ahead,5,2025-04-30,dashen,Google Play,dashen bank step ahead,4
dashen super app is secure band very easy,5,2025-04-29,dashen,Google Play,dashen super app secure band easy,4
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,dashen,Google Play,fast secure mobile banking app like app,4
best app I have ever seen,5,2025-04-29,dashen,Google Play,good app see,4
best of best,5,2025-04-29,dashen,Google Play,good good,3
waw,5,2025-04-28,dashen,Google Play,waw,4
best app,5,2025-04-28,dashen,Google Play,good app,3
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,dashen,Google Play,slow try recent transaction stucke,4
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,dashen,Google Play,wowslnwoooo wowwww amazing,4
wow appl,5,2025-04-28,dashen,Google Play,wow appl,4
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,dashen,Google Play,change pin number use finger print dummy,4
very nice,5,2025-04-26,dashen,Google Play,nice,4
great,4,2025-04-26,dashen,Google Play,great,4
It is one of the best app ever use it and do it,5,2025-04-26,dashen,Google Play,good app use,4
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,dashen,Google Play,slow lack feature super app high rating give employee customer,4
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,dashen,Google Play,smooth secure experience transfer bill payment tracking expense effortless intuitive design make banking,4
Very easy and Fast.,5,2025-04-24,dashen,Google Play,easy fast,4
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,dashen,Google Play,incomparably user friendly fast app mobile banking,4
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,dashen,Google Play,super app repeatedly fail transaction waste customer valuable time system upgrade time traffic demand technical difficulty reflect customer,4
execellent,5,2025-04-24,dashen,Google Play,execellent,4
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,dashen,Google Play,super app total game changer fast reliable pack need place seamless super convenient love,4
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,dashen,Google Play,digital banking game changer,4
it is incredible product.,5,2025-04-23,dashen,Google Play,incredible product,4
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,dashen,Google Play,impressed app user friendly run smoothly feature need make task easy save lot time highly recommend,4
best app,5,2025-04-23,dashen,Google Play,good app,3
ok,5,2025-04-23,dashen,Google Play,,4
"It's an amazing app, experience it!!",5,2025-04-23,dashen,Google Play,amazing app experience,4
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,dashen,Google Play,good banking app recommend use,4
It is the best application!!!,5,2025-04-22,dashen,Google Play,good application,4
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,dashen,Google Play,exceptional digital experience supperapp bring new paradigm shift banking business bravo dashen,4
its features are so dynamic,5,2025-04-22,dashen,Google Play,feature dynamic,4
fast &Friendly user Application.,5,2025-04-22,dashen,Google Play,fast friendly user application,4
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,dashen,Google Play,fast reliable user friendly,4
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,dashen,Google Play,dashen super app easy use secure fast transaction,4
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,dashen,Google Play,love app esp click commerce easy convinient,4
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,dashen,Google Play,dashen super app contain extend selection customer easily accessible friendly use,4
Great for everyday banking and payments on the go,5,2025-04-22,dashen,Google Play,great everyday banking payment,4
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,dashen,Google Play,dashen super app impressive focus simplicity speed quality user interface clean easy understand transaction process quickly overall quality app notch dashen bank customer ዳሸን ባንክ አንድ እርምጃ,4
making transactions has never been easier. the new update is just amazing,5,2025-04-22,dashen,Google Play,make transaction easy new update amazing,4
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,dashen,Google Play,app usefull function easy payment system connect seller have reasonable price,4
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,dashen,Google Play,app great user interface comprehensive payment commerce platform include unique feature chat banking budget,4
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,dashen,Google Play,betam mirt ena betam atikakem kelel yale ena michu application,4
Convenient!,5,2025-04-22,dashen,Google Play,convenient,4
It is an amazing application that meets the needs of customers.,5,2025-04-22,dashen,Google Play,amazing application meet need customer,4
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,dashen,Google Play,effecting payment app create convenience recipient easily confirm payment receive,4
the best Supper App ever,5,2025-04-22,dashen,Google Play,good supper app,4
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,dashen,Google Play,good app plan include digital lending gasification,4
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,dashen,Google Play,powerful local solution rival global app love easy explore service product,4
Dashen bank is my number one choice,5,2025-04-22,dashen,Google Play,dashen bank number choice,4
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,dashen,Google Play,assefa genetu dashen superup late inclussive happy super,4
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,dashen,Google Play,app incredibly user friendly bring multiple service place fast intuitive make daily task super convenient true solution,4
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,dashen,Google Play,proudly ethiopia innovation deliver promise marketplace major boost local commerce,4
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,dashen,Google Play,fanrastic user friendly app bravo dashen bank thank,4
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,dashen,Google Play,good digital platform smooth transaction seamless shopping experience highly recommend,4
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,dashen,Google Play,proudly ethiopia innovation deliver expectation marketplace feature big win local shopper bnd seller,4
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,dashen,Google Play,dashen super app game changer fast user friendly pack feature everyday banking transaction super convenient love need mobile banking utility payment place interface clean work smoothly definitely good app highly recommend,4
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,dashen,Google Play,easy use option good financial app,4
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,dashen,Google Play,highly impressed dash bank nail app secure reliable pack feature use daily,4
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,dashen,Google Play,good digital platform smooth transaction seamless shopping experience highly recommend,4
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21,dashen,Google Play,app look dashen grandmaster,4
Very convenient,5,2025-04-21,dashen,Google Play,convenient,4
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,dashen,Google Play,user experience seamless work perfectly right box believe time effort save day,4
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,dashen,Google Play,wawwwww nice super app dashen bank,4
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,dashen,Google Play,dashen superapp ultimate solution banking shop bill payment need right fingertip life get lot easy,4
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,dashen,Google Play,super unique offering individual secure app intend cater comprehensive digital happy know dashen consider app inclusive lower mobile version requirement,4
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,dashen,Google Play,easy secured fast multifunctional dashen supper application see dashen step ahead,4
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,dashen,Google Play,app shop manage bank account truly super app,4
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,dashen,Google Play,good digital platform smooth transaction seamless shopping experie,4
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,dashen,Google Play,dashen bank super app suitable reliable fast digital banking system,4
Excellent app.,5,2025-04-21,dashen,Google Play,excellent app,4
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,dashen,Google Play,banking app professional want banking app simple app rich feature align lifestyle,4
thanks again,5,2025-04-21,dashen,Google Play,thank,4
Super Easy To Use and Fast Transaction.,5,2025-04-21,dashen,Google Play,super easy use fast transaction,4
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,dashen,Google Play,incredible experience dashen super app amazing platform pioneer technological advancement,4
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,dashen,Google Play,recommend dashen super app app truly game changer look seamless efficient way manage daily life combine multiple essential service easy use platform save time simplify task user interface modern intuitive super responsive make navigation breeze banking payment service access lifestyle feature click away,4
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,dashen,Google Play,app incredibly handy manage multiple financial task bill payment manage budget save lot time banking way convenient definitely worth check,4
what an App,5,2025-04-21,dashen,Google Play,app,4
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,dashen,Google Play,new commerce feature incredibly amazing user friendly,4
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,dashen,Google Play,dashen bank supper app easy use high speed quality like feature like chat budget fuel payment security opinion product techonolgy edge international standard thank product owener dashen bank,4
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,dashen,Google Play,dashen supperapp revolutionary advancement digital banking combine exceptional usability intuitive interface seamless user experience standout feature integration code account statement transaction advise chat transaction authentication limit threshold budgeting different app single dashboard truly ahead curve excellent work,4
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,dashen,Google Play,proudly ethiopian innovation deliver expectation marketplace feature big win local shopper seller impressed new update commerce section smooth support ethiopian merchant,4
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,dashen,Google Play,impressed new update commerce section smooth support ethiopian merchant,4
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,dashen,Google Play,dashen bank super app fast reliable super easy use banking need handle smoothly place clean design seamless experience highly recommend,4
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,dashen,Google Play,sup app platform application grasp satisfaction fast mode operation mean budget planning use pay chat staff acc acc bank merchant payment easly addition satisfied invite use platform,4
the chat banking and unique and only app that alow money request!!,5,2025-04-21,dashen,Google Play,chat banking unique app alow money request,4
Better and inclusive app!,5,2025-04-21,dashen,Google Play,well inclusive app,4
Amazing Application,5,2025-04-21,dashen,Google Play,amazing application,4
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,dashen,Google Play,time pay bill generate satment easily,4
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,dashen,Google Play,amazing app date time wow wow,4
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,dashen,Google Play,game change ethiopian innovation shopping meet opportunity marketplace feature connect buyer seller like,4
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,dashen,Google Play,dashen super app app experience effortless powerful build future,4
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,dashen,Google Play,amazing app uniqe quality easy fast mobile banking app,4
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,dashen,Google Play,dashen superapp lifesaver banking shopping bill super easy app new commerce feature awesome support local merchant fast secure proudly regret,4
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,dashen,Google Play,dashen superapp blend finance shopping daily service effortlessly new commerce feature smooth support local merchant proud ethiopian solution,4
"A solid step forward by Dashen Bank. The SuperApp combines essential banking features with lifestyle services, making everything accessible in one place. The interface is smooth, and transactions are quick and reliable. It’s clear a lot of thought went into the design and functionality. Great job!",5,2025-04-21,dashen,Google Play,solid step forward dashen bank superapp combine essential banking feature lifestyle service make accessible place interface smooth transaction quick reliable clear lot thought go design functionality great job,4
Dashen bank super app is the crucial and convenient app in Ethiopia. there is no other app to compare with Dashen bank super app,5,2025-04-21,dashen,Google Play,dashen bank super app crucial convenient app ethiopia app compare dashen bank super app,4
"All-in-one finance & e-commerce super app! Pay, save, shop seamlessly. Fast, secure. #BankAndShop",5,2025-04-21,dashen,Google Play,finance commerce super app pay save shop seamlessly fast secure bankandshop,4
it's a hestorical app. in the bank industry.,5,2025-04-21,dashen,Google Play,hestorical app bank industry,4
"A game changer in Ethiopian digital banking fast, secure, and packed with services. Everything you need, all in one powerful app. A true leap toward financial convenience and innovation!",4,2025-04-21,dashen,Google Play,game changer ethiopian digital banking fast secure pack service need powerful app true leap financial convenience innovation,4
"easy &,simple to use",5,2025-04-21,dashen,Google Play,easy simple use,4
"Banking, but make it smart. Local solutions, all in one place. Smooth, fast, and actually saving time. Feels like the future. Love it!",5,2025-04-21,dashen,Google Play,banking smart local solution place smooth fast actually save time feel like future love,4
"All in one, that is it 👌",5,2025-04-21,dashen,Google Play,,4
", Dashen Bank Supper App is multipurpose, convenient, very attractive and Make life easier",5,2025-04-21,dashen,Google Play,dashen bank supper app multipurpose convenient attractive life easy,4
very easy and flexible app.,5,2025-04-21,dashen,Google Play,easy flexible app,4
"I choose Dashen Bank Super Up since, it is easy to use & it has attractive features !",5,2025-04-21,dashen,Google Play,choose dashen bank super easy use attractive feature,4
dashen super app is simple faster and reliable.,5,2025-04-21,dashen,Google Play,dashen super app simple fast reliable,4
"Dashen Bank Super App is a game-changer! The user-friendly design, wide range of services, and smooth performance make it incredibly convenient for everyday banking. It’s fast, secure, and truly reflects the bank’s commitment to digital excellence. Highly recommended!",5,2025-04-21,dashen,Google Play,dashen bank super app game changer user friendly design wide range service smooth performance incredibly convenient everyday banking fast secure truly reflect bank commitment digital excellence highly recommend,4
"The app keeps getting better with every update! Smooth performance, great UI, and top-notch security. Thank you for making banking so convenient!""",5,2025-04-21,dashen,Google Play,app keep get well update smooth performance great notch security thank make banking convenient,4
this app is the most simply to use and secure safe i love it to use for any bank transaction,5,2025-04-21,dashen,Google Play,app simply use secure safe love use bank transaction,4
"After i download the app recently had a smooth expriance, its user friendly, fast, and everything works as expected. keep up the good work.",5,2025-04-21,dashen,Google Play,download app recently smooth expriance user friendly fast work expect good work,4
An app with High performance and advanced features!,5,2025-04-21,dashen,Google Play,app high performance advanced feature,4
"It is a very user friendly, attractive user interface, full of useful features. I really encourage everyone to give it a try.",5,2025-04-21,dashen,Google Play,user friendly attractive user interface useful feature encourage try,4
"Good actually , but it have to WORK when developer option is on 🙏",5,2025-04-21,dashen,Google Play,good actually work developer option,4
"All-in-one convenience, From managing accounts to paying bills and shopping online and the chat banking is game changer, this app does it all seamlessly.",5,2025-04-21,dashen,Google Play,convenience manage account pay bill shop online chat banking game changer app seamlessly,4
I appreciate that Dashen Bank takes lifestyle services into account.,5,2025-04-21,dashen,Google Play,appreciate dashen bank take lifestyle service account,4
keep it up!,5,2025-04-21,dashen,Google Play,,4
amazing app really i loved it .that's why we say dashen bank is one stap ahead. It's the best mobile application that should be on every phone.,5,2025-04-21,dashen,Google Play,amazing app love dashen bank stap ahead good mobile application phone,4
very comfortable app keep it,5,2025-04-21,dashen,Google Play,comfortable app,4
it has clear detail information about the application so it helps customer how to use the app. and it is very easy to use and also app is secure.,5,2025-04-21,dashen,Google Play,clear detail information application help customer use app easy use app secure,4
"I have been using the Dashen Supper app mobile banking app , and overall, I appreciate its features.However,I’ve noticed that when I turn on the developer options on my device, the app stops functioning properly. It would be great if you could look into this issue, as I often need to access developer settings for other applications . Thank you for your attention to this matter!",5,2025-04-21,dashen,Google Play,dashen supper app mobile banking app overall appreciate notice turn developer option device app stop function properly great look issue need access developer setting application thank attention matter,4
easiness to use with fast response time,5,2025-04-21,dashen,Google Play,easiness use fast response time,4
"The new mobile banking application is a major upgrade! It’s incredibly user-friendly, with a clean and modern design that makes navigation simple and intuitive. I really appreciate how fast it loads and how smooth the overall experience is. All essential services like balance checks, transfers, and bill payments are eas y to find and use. The added security features give me peace of mind, and the app runs reliably without crashes or glitches. It’s clear a lot of thought went into the user experi",5,2025-04-21,dashen,Google Play,new mobile banking application major upgrade incredibly user friendly clean modern design make navigation simple intuitive appreciate fast load smooth overall experience essential service like balance check transfer bill payment ea find use add security feature peace mind app run reliably crash glitch clear lot thought go user experi,4
"As an Internal Customer, Dashen Bank SuperApp has greatly simplified my online banking experience. It's easy to use, allowing me to quickly check balances, transfer money and pay Bills. The app's advanced security features are highly secure, ensuring my data is well protected. The Three click, Chat Banking and IPS features have also given me a smarter experience. In deed Dashen Bank is always steping ahead!",5,2025-04-21,dashen,Google Play,internal customer dashen bank superapp greatly simplify online banking experience easy use allow quickly check balance transfer money pay bill app advanced security feature highly secure ensure data protect click chat banking ips feature give smart experience deed dashen bank step ahead,4
"A truly impressive app — user-friendly and a game-changer in Ethiopian banking. The Dashen Super App stands out as one of the most innovative and convenient digital banking solutions in Ethiopia’s financial history. Smooth navigation, seamless features, and a wide range of services all in one place. Well done!",5,2025-04-21,dashen,Google Play,truly impressive app user friendly game changer ethiopian banking dashen super app stand innovative convenient digital banking solution ethiopia financial history smooth navigation seamless feature wide range service place,4
dashen bank super up has very fast and convenience and also it has contain more things on one app .I am very interesting to use dashen bank super up,5,2025-04-21,dashen,Google Play,dashen bank super fast convenience contain thing app interesting use dashen bank super,4
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,dashen,Google Play,dashen bank super app truly elevate mobile banking experience fast user friendly pack essential feature interface clean intuitive make navigation easy time user appreciate add security feature peace mind bank dashen bank amazing job app reliable efficient improve highly recommend look seamless digital banking,4
A fantastic product!! keep the good work.,5,2025-04-21,dashen,Google Play,fantastic product good work,4
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,dashen,Google Play,impressed dashen super app user friendly operate efficiently budget chatbot feature impressive item purchase click,4
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,dashen,Google Play,dashen super app offer quick user friendly experience bring variety service like budgeting payment airtime recharge convenient platform sleek design intuitive navigation ensure effortless transaction evident dashen bank carefully craft app everyday financial activity easy great choice aim streamline digital routine,4
Dashen supper App is the most useful app for our customers,5,2025-04-21,dashen,Google Play,dashen supper app useful app customer,4
it is the most amazing mobile app,5,2025-04-21,dashen,Google Play,amazing mobile app,4
A Good and fast supper app thanks for dashen bank,5,2025-04-21,dashen,Google Play,good fast supper app thank dashen bank,4
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,dashen,Google Play,dear user dashen bank super app dashen bank super app truly game changer app incredibly fast reliable encounter delay transaction feature absolutely love chat banking make everyday task like check balance transfer money simple send quick message budgeting tool huge help track spending give clear,4
Too best,1,2025-04-21,dashen,Google Play,good,3
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,dashen,Google Play,dashen bank super use app make easy fast convinent,4
To join digital world use supper app and make your life easy,5,2025-04-21,dashen,Google Play,join digital world use supper app life easy,4
best mobile banking application,5,2025-04-21,dashen,Google Play,good mobile banking application,4
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,dashen,Google Play,banking superapp incredibly design design appearance app overall experience app fantastic app pack feature banking commerce budget setting option super useful manage money run smoothly love convenient daily life huge kudo dashen bank truly live motto step ahead,4
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,dashen,Google Play,amazed idea commerce service banking app mean step ahead include kind product soon possible,4
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,dashen,Google Play,expect service dashen bank like slogan,4
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,dashen,Google Play,dashen supapp contemporary application offer great experience enable user perform multiple task single platform chat friend transfer money pay bill app kind ethiopian banking industry make remarkable opportunity entrepreneur work app base sale software marketing good job dashen bank,4
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,dashen,Google Play,dashen super app give amazing convenience make life easy,4
excellent mobile banking app,5,2025-04-21,dashen,Google Play,excellent mobile banking app,4
Wow! like his name Super App...,5,2025-04-21,dashen,Google Play,wow like super app,4
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,dashen,Google Play,dashen supper app special ይምቾቱ ይለያያል,4
convenient and fast,5,2025-04-21,dashen,Google Play,convenient fast,4
Best- in-class app.,5,2025-04-21,dashen,Google Play,class app,4
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,dashen,Google Play,like amazing application dashen supper app life easy,4
Superb,5,2025-04-21,dashen,Google Play,superb,4
"amazing features, faster and easy to use",5,2025-04-21,dashen,Google Play,amazing feature fast easy use,4
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,dashen,Google Play,dashen super app offer modern user friendly experience leverage late technological advancement deliver seamless commerce platform,4
Best App!,5,2025-04-21,dashen,Google Play,good app,3
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,dashen,Google Play,love good mobile banking app banking industry,4
I love this app,5,2025-04-21,dashen,Google Play,love app,4
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,dashen,Google Play,working hulum information asgebiche continue accept yemilew button ayeseram phone samsung,4
good,5,2025-04-20,dashen,Google Play,good,3
waw no idea the best app.,5,2025-04-19,dashen,Google Play,waw idea good app,4
fast best app,5,2025-04-19,dashen,Google Play,fast good app,3
Nice App,5,2025-04-18,dashen,Google Play,nice app,4
nice app ever,5,2025-04-17,dashen,Google Play,nice app,4
good,5,2025-04-17,dashen,Google Play,good,3
very disappointing app. Closes frequently and unstable in function,2,2025-04-17,dashen,Google Play,disappointing app close frequently unstable function,4
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,dashen,Google Play,feature rich absolutely speed painfully slow seriously communicate server mar,4
nic app,5,2025-04-16,dashen,Google Play,nic app,4
Nice,5,2025-04-16,dashen,Google Play,nice,4
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,dashen,Google Play,dashen super app deliver remarkably fast highly secure exceptionally user friendly experience establish lead application stay ahead dashen bank,4
So far so good! their in person customer service is amazing 👏,5,2025-04-14,dashen,Google Play,far good person customer service amazing,4
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,dashen,Google Play,app backward work work hour hour great,4
ምርጫዬ ነው,5,2025-04-13,dashen,Google Play,ምርጫዬ,4
It's bad for the connection and too many days are it that not working,1,2025-04-12,dashen,Google Play,bad connection day work,4
it's samart,5,2025-04-10,dashen,Google Play,samart,4
"The app is not working properly, I have been using it.",1,2025-04-10,dashen,Google Play,app work properly,4
it is very good app,5,2025-04-10,dashen,Google Play,good app,3
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,dashen,Google Play,disappointing experience dashen bank super service app slow take forever load transaction incredibly frustrating additionally generate receipt transaction make difficult track expense reach customer support response time long expect overall hope well experience find service lacking need improvement,4
slow cumbersome,3,2025-04-08,dashen,Google Play,slow cumbersome,4
Is really 💀,2,2025-04-08,dashen,Google Play,,4
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,dashen,Google Play,slow send otp reliable crush time need improvement way,4
